ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID630610411,90 Edinburgh St,FLEMINGTON,1315000.0,h,13/08/2016,3,1.0,1.0,313.0,89.0,-37.7853,144.9235,20040.0,532.198554168426,18.0,0,240,1683,169
ID210529288,58 Leinster Gr,THORNBURY,960000.0,t,29/04/2017,2,2.0,2.0,158.0,12.0,-37.7587,144.9881,20015.0,991.3093227785222,23.3,0,316,1022,237
ID427766043,6 Troup Ct,WERRIBEE,485000.0,h,22/07/2017,3,1.0,1.0,633.0,59.0,-37.89444,144.65591,19921.0,715.1566637108727,35.142857142857146,0,18,38,6
ID482353642,60 Carlisle St,PRESTON,1108000.0,h,22/04/2017,2,1.0,0.0,258.0,79.0,-37.7521,145.0071,20014.0,819.3866902419744,25.3,0,92,1027,111
ID449611245,2 Herod Pl,ATTWOOD,640000.0,h,9/09/2017,3,2.0,2.0,607.0,64.0,-37.67379,144.89826000000005,20030.0,2145.12070016627,40.0,0,43,77,34
ID369197287,10/21 Lillimur Rd,ORMOND,362000.0,u,26/07/2016,1,1.0,1.0,0.0,9.0,-37.9016,145.0414,19941.0,238.3533785052735,32.15384615384615,0,36,147,42
ID490330226,31 Elizabeth St,COBURG,820000.0,h,10/12/2016,2,1.0,1.0,597.0,59.0,-37.7402,144.9807,19965.0,1547.0207965588597,32.0,0,133,1156,139
ID740586360,16 Border Dr,KEILOR EAST,703000.0,h,3/09/2016,3,2.0,2.0,683.0,24.0,-37.7402,144.8591,20003.0,4766.18410126205,29.375,0,79,225,53
ID811734567,7 Roberts Ct,BRIGHTON EAST,1270000.0,h,20/05/2017,3,1.0,3.0,724.0,133.0,-37.9291,145.0297,19938.0,670.8992935825873,36.84615384615385,0,362,2108,314
ID498897333,13 Allendale Ct,MEADOW HEIGHTS,520000.0,h,15/07/2017,3,1.0,1.0,631.0,59.0,-37.66004,144.92338,44817.0,258.9841115710569,43.0,0,63,99,42
ID952676279,2/32 Forrest St,ALBION,560000.0,u,25/02/2017,3,2.0,7.0,420.0,49.0,-37.7848,144.8231,20004.0,808.0173081935072,26.375,0,42,147,51
ID389165977,23 McShane Dr,KEALBA,740000.0,h,3/12/2016,4,2.0,2.0,558.0,49.0,-37.7311,144.8257,20002.0,2728.562263073449,31.375,0,79,225,53
ID426033014,11 Kerferd St,HAMPTON,1610000.0,h,18/06/2016,3,1.0,2.0,569.0,69.0,-37.9419,145.01,19949.0,866.8523089004269,31.5,0,210,1676,169
ID453187009,301/228 The Avenue,PARKVILLE,1560000.0,u,27/05/2017,3,2.0,1.0,2431.0,69.0,-37.78212,144.95755,19970.0,473.17220917619693,22.333333333333332,0,26,68,13
ID415768677,43 The Crossway,KEILOR EAST,860000.0,h,15/07/2017,3,1.0,1.0,568.0,59.0,-37.7465,144.8613,20003.0,4714.82108679877,29.375,0,84,237,59
ID510025857,13 Whitby St,RESERVOIR,767000.0,h,19/11/2016,3,1.0,2.0,561.0,69.0,-37.7098,145.0031,20009.0,603.4673070066249,35.22222222222222,1,117,378,47
ID435582368,3/157 Deakin St,ESSENDON,770000.0,t,16/09/2017,3,1.0,1.0,116.0,18.0,-37.73899,144.89291,20036.0,2631.445714486673,27.0,0,47,371,27
ID909766361,15 Wattlebird Ct,BURWOOD,1750000.0,h,9/09/2017,4,2.0,4.0,514.0,19.0,-37.84248,145.10181,19895.0,2058.033761489884,25.5,0,117,1162,191
ID323664602,1/187 George St,EAST MELBOURNE,700000.0,u,22/08/2016,2,2.0,1.0,0.0,49.0,-37.8153,144.9842,19979.0,136.88084613427347,7.076923076923077,0,20,45,11
ID369973063,8/31 Bouverie St,CARLTON,860000.0,u,4/06/2016,3,2.0,1.0,0.0,25.0,-37.8052,144.9604,19842.0,561.6760186249858,4.7444444444444445,0,462,3343,509
ID327573744,7 Eton Ct,DANDENONG,560000.0,h,27/05/2017,3,1.0,1.0,810.0,69.0,-37.97938,145.23035,19888.0,2159.539915578461,49.32,0,135,677,110
ID341728236,27 Halpin St,BRUNSWICK WEST,1445000.0,h,24/06/2017,3,1.0,2.0,613.0,69.0,-37.76883,144.94592,19968.0,1208.918953124479,25.333333333333332,0,117,1162,191
ID193167369,4/71 Station Rd,GLENROY,400000.0,t,8/07/2017,2,1.0,1.0,102.0,7.0,-37.71122,144.91863,20032.0,754.2921241734624,36.0,0,230,1620,177
ID112331622,77 Karingal Dr,BRIAR HILL,1030000.0,h,26/08/2017,4,3.0,3.0,1061.0,59.0,-37.70591,145.13005,19986.0,1287.072653407622,43.9,0,12,26,2
ID458085242,59 Gent St,YARRAVILLE,1005000.0,h,16/07/2016,3,1.0,1.0,438.0,59.0,-37.8177,144.8711,19996.0,1668.9426893104528,11.357142857142858,0,100,300,45
ID346737359,111 Best St,FITZROY NORTH,1275000.0,h,16/04/2016,3,2.0,1.0,104.0,129.0,-37.7813,144.9834,20019.0,820.665909725669,18.3,0,240,1683,169
ID429021076,67/337 Station St,THORNBURY,510000.0,u,27/06/2016,2,1.0,1.0,0.0,49.0,-37.7634,145.02100000000004,19930.0,1792.2011342745427,22.0,0,300,919,195
ID261903961,4 Barry St,NORTHCOTE,905000.0,h,17/06/2017,2,1.0,0.0,114.0,69.0,-37.78024,144.99289,20017.0,266.51671559740527,19.3,0,26,68,13
ID802205366,89 Cheddar Rd,RESERVOIR,1050000.0,h,22/08/2016,5,2.0,1.0,578.0,7.0,-37.7061,145.0147,20009.0,498.4212273083186,35.22222222222222,1,117,378,47
ID764969550,1/30 Lisson Gr,HAWTHORN,1480000.0,h,24/06/2017,2,0.0,0.0,241.0,129.0,-37.82679,145.03021,19904.0,806.9065464169586,15.655172413793103,0,153,1704,324
ID579816190,13 Naroo St,BALWYN,1800000.0,h,8/10/2016,4,2.0,2.0,577.0,71.0,-37.8032,145.0693,19892.0,2528.135817788857,21.785714285714285,0,120,881,102
ID220159900,3 Clive Ct,BALWYN NORTH,2130000.0,h,8/10/2016,4,3.0,2.0,1274.0,49.0,-37.7822,145.0907,19934.0,3841.1169710927925,29.0,1,120,881,102
ID775093465,11 Grange Rd,AIRPORT WEST,975500.0,h,26/08/2017,3,1.0,1.0,697.0,109.0,-37.73254,144.88321000000005,20036.0,3700.9827123868417,27.0,0,151,1120,125
ID644495191,2/23 Peace St,GLEN IRIS,1315000.0,t,29/04/2017,3,2.0,2.0,184.0,49.0,-37.8644,145.063,19847.0,1527.3522038007643,31.666666666666668,0,255,1618,222
ID208668853,1 Chisholm St,ABERFELDIE,726000.0,u,24/09/2016,3,1.0,1.0,229.0,23.0,-37.7606,144.8973,22253.0,1739.7815250011672,18.333333333333332,0,100,300,45
ID276792291,61 Dundas St,PRESTON,910000.0,h,26/08/2017,3,1.0,2.0,276.0,54.0,-37.75277,145.00734,20014.0,812.4624879133581,25.3,0,92,1027,111
ID685058411,72 McNamara St,PRESTON,1055000.0,h,29/04/2017,3,1.0,2.0,575.0,69.0,-37.7288,144.9849,20011.0,1574.16994443337,31.2,0,92,1027,111
ID945228222,2/300 Koornang Rd,CARNEGIE,765000.0,u,19/11/2016,2,1.0,1.0,134.0,54.0,-37.8987,145.0557,19919.0,1395.512979653275,25.35483870967742,1,462,3343,509
ID882383954,5 Kilburn St,STRATHMORE,1610000.0,h,12/08/2017,4,3.0,2.0,861.0,64.0,-37.73154,144.92243,20034.0,515.0523953218994,31.0,0,176,1272,233
ID828362264,22 McPherson St,MOONEE PONDS,1310000.0,h,16/04/2016,4,3.0,2.0,475.0,129.0,-37.7609,144.9285,20038.0,980.6973053499339,22.0,0,46,86,21
ID337892621,5 Florida Ct,MOORABBIN,1385000.0,h,14/05/2016,4,2.0,2.0,807.0,19.0,-37.9431,145.0407,19872.0,601.6231306466171,40.166666666666664,0,11,52,6
ID628064714,12 Taormina St,GREENVALE,550000.0,h,27/05/2017,3,2.0,2.0,392.0,6.0,-37.62458,144.88546000000005,40220.0,4657.802341250189,45.0,0,80,223,58
ID999573307,80 South Rd,BRAYBROOK,610000.0,h,17/09/2016,4,2.0,1.0,283.0,29.0,-37.7908,144.8485,20021.0,1397.1615554848024,24.0,0,343,1929,260
ID336165547,28 Black St,RESERVOIR,592500.0,h,14/05/2016,3,2.0,1.0,215.0,49.0,-37.7094,145.0204,20009.0,972.9437516615455,35.22222222222222,0,117,378,47
ID320304971,8 Efficient St,EPPING,490000.0,h,8/07/2017,3,2.0,2.0,375.0,7.0,-37.62157,145.01049,20005.0,3842.2660997132252,45.22222222222222,0,250,1550,286
ID140625751,16 Waratah St,BENTLEIGH EAST,1260000.0,t,29/07/2017,3,2.0,2.0,669.0,59.0,-37.91289,145.08065,19917.0,1547.2855294857384,29.35483870967742,1,125,839,108
ID399939687,2 Hazel Gr,PASCOE VALE,915000.0,h,3/12/2016,2,1.0,3.0,629.0,44.0,-37.7312,144.9399,20034.0,1031.636826906568,31.0,0,85,1043,112
ID691127635,3/10 Edgar St,HEIDELBERG,690000.0,t,25/02/2017,2,1.0,1.0,110.0,9.0,-37.7489,145.07,19936.0,751.4685028811282,31.75,0,153,1704,324
ID473642792,176 Buckingham St,RICHMOND,1645000.0,h,22/08/2016,4,2.0,1.0,249.0,49.0,-37.8147,145.0084,19906.0,1433.488290949214,11.904761904761905,0,117,378,47
ID336726007,4/38 Hampton Pde,WEST FOOTSCRAY,266000.0,u,20/05/2017,2,1.0,1.0,1059.0,49.0,-37.8062,144.8665,20022.0,834.3599771905909,21.4,0,42,147,51
ID114794109,17 Marigolds Rd,YALLAMBIE,800000.0,h,27/11/2016,3,2.0,2.0,660.0,25.0,-37.7285,145.0845,19983.0,1380.1359591116661,34.75,1,130,762,109
ID691364278,1 Tudor St,GLENROY,820000.0,h,10/12/2016,3,2.0,4.0,805.0,69.0,-37.708,144.9211,20032.0,515.1712705103936,36.0,0,210,1676,169
ID803468229,17 Clifton St,CAULFIELD EAST,1000000.0,h,25/02/2017,2,1.0,1.0,472.0,59.0,-37.884,145.0447,19942.0,672.841372198438,29.23076923076923,0,139,1026,88
ID662210733,49 Aylmer St,BALWYN NORTH,1800000.0,h,18/06/2016,3,1.0,1.0,809.0,5.0,-37.7976,145.0684,19892.0,3149.681245470189,21.785714285714285,0,120,881,102
ID139608454,19 Barbara St,HADFIELD,550000.0,h,22/05/2016,3,1.0,3.0,610.0,59.0,-37.7107,144.9419,19962.0,1698.944568882491,37.0,0,210,1676,169
ID316267628,6/5 Seaver Gr,RESERVOIR,340000.0,u,24/09/2016,2,1.0,1.0,151.0,44.0,-37.7126,144.99,20010.0,1570.8087936924878,34.2,0,117,378,47
ID265226389,6 Ford St,RINGWOOD,1291000.0,h,24/06/2017,3,2.0,2.0,776.0,8.0,-37.81685,145.2353,19902.0,567.0211792009846,38.5,0,219,1368,143
ID933024446,73 Truganini Rd,CARNEGIE,1655000.0,h,25/02/2017,4,2.0,2.0,595.0,104.0,-37.8916,145.0543,19920.0,704.8834041388897,23.451612903225808,1,470,3339,557
ID928165954,2/11 Harts Pde,HAWTHORN EAST,622000.0,u,27/11/2016,2,1.0,1.0,0.0,49.0,-37.8318,145.0448,19903.0,1050.5845287169257,17.904761904761905,1,143,1283,102
ID205219670,36 Bossington St,OAKLEIGH SOUTH,1218500.0,h,17/06/2017,3,1.0,2.0,673.0,69.0,-37.91693,145.08739,19916.0,1470.5838539803146,31.35483870967742,0,26,68,13
ID334344745,8/36 Power St,HAWTHORN,600000.0,u,4/03/2017,2,1.0,1.0,0.0,5.0,-37.816,145.0272,19905.0,750.774259928366,13.952380952380953,1,153,1704,324
ID638161365,1/29 Main Rd,LOWER PLENTY,420000.0,u,12/08/2017,2,1.0,1.0,119.0,19.0,-37.72861,145.109,19986.0,1846.8657834407804,43.9,0,188,1214,184
ID600986993,13/220 Barkly St,ST KILDA,610500.0,u,8/04/2017,2,2.0,1.0,2920.0,13.0,-37.8709,144.9807,19956.0,1136.7750153488287,17.5,0,176,1272,233
ID338752257,3/186 Hawdon St,HEIDELBERG,781000.0,t,24/06/2017,3,2.0,2.0,137.0,19.0,-37.74888,145.06593,19936.0,668.3147979795806,31.75,0,153,1704,324
ID298789783,21 Graham St,BROADMEADOWS,518500.0,h,1/07/2017,3,1.0,0.0,576.0,20.0,-37.69237,144.93143999999995,20031.0,1407.155577305323,38.0,0,89,317,53
ID754939391,17 Gladstone St,KEW,1410000.0,h,10/12/2016,3,1.0,2.0,304.0,134.0,-37.8023,145.0404,19904.0,2161.8469278168363,15.655172413793103,1,37,154,24
ID757487273,14/89 Fitzroy St,ST KILDA,400000.0,u,7/05/2016,1,1.0,1.0,0.0,21.0,-37.8605,144.9769,19957.0,1419.3265150032867,15.5,0,170,1257,169
ID176663722,16 Castlereagh Pl,WATSONIA,800000.0,h,18/06/2016,3,2.0,2.0,595.0,19.0,-37.7023,145.0775,19984.0,1111.7857102936407,37.666666666666664,0,79,512,63
ID261851049,85 Radford Rd,RESERVOIR,791000.0,h,18/06/2016,5,3.0,1.0,961.0,34.0,-37.7024,144.984,19961.0,2221.227554371284,39.0,0,117,378,47
ID356453354,19/37 Stephen St,YARRAVILLE,920000.0,h,12/08/2017,3,2.0,2.0,182.0,6.0,-37.81249,144.89531000000005,19997.0,389.2257224036162,10.357142857142858,0,111,355,60
ID515500982,2/247 Elgar Rd,SURREY HILLS,930000.0,u,4/02/2016,3,2.0,2.0,252.0,27.0,-37.8344,145.1114,19895.0,1592.0417864350786,25.5,0,300,919,195
ID915060973,2/8 Stewart St,PASCOE VALE,580000.0,u,22/07/2017,2,1.0,1.0,103.0,9.0,-37.72773,144.92628,20034.0,376.7043387066726,31.0,0,92,1027,111
ID876373698,39 Kinsale St,RESERVOIR,1030000.0,h,7/11/2016,4,2.0,3.0,630.0,84.0,-37.721,144.9952,20011.0,1060.0066651421453,31.2,0,117,378,47
ID627615759,1/177 Oakleigh Rd,CARNEGIE,586000.0,u,4/03/2017,2,1.0,1.0,898.0,49.0,-37.9003,145.0634,19919.0,1177.4535679019273,25.35483870967742,0,470,3339,557
ID962244260,3 Gowanbrae Dr,GOWANBRAE,700000.0,h,16/04/2016,3,2.0,2.0,691.0,12.0,-37.7089,144.8927,20032.0,2213.4387585476943,36.0,0,210,1676,169
ID897430222,16 Fawkner Rd,PASCOE VALE,1305000.0,h,7/11/2016,3,1.0,1.0,735.0,19.0,-37.7282,144.9304,20034.0,344.41012780198633,31.0,0,85,1043,112
ID285533111,55 McKinnon Rd,MCKINNON,1830000.0,h,26/08/2017,4,2.0,1.0,567.0,90.0,-37.90998,145.03082,19940.0,657.8718666928762,33.15384615384615,0,80,223,58
ID343335765,4/105 Raleigh Rd,MARIBYRNONG,510000.0,t,14/05/2016,2,2.0,1.0,176.0,9.0,-37.7693,144.8905,20038.0,2553.5627257724063,22.0,0,87,348,76
ID686368644,5/459 Waterdale Rd,HEIDELBERG WEST,445000.0,u,8/07/2017,2,1.0,1.0,94.0,49.0,-37.74392,145.04692,19936.0,1695.8352824504339,31.75,0,153,1704,324
ID954303045,3/30 Edmund St,CLIFTON HILL,495000.0,u,13/08/2016,2,1.0,1.0,515.0,49.0,-37.7875,145.0049,19974.0,844.1550750522772,15.142857142857142,0,133,1156,139
ID175433324,638 Hawthorn Rd,BRIGHTON EAST,2000000.0,h,12/08/2017,4,2.0,2.0,619.0,111.0,-37.90344,145.01856,19952.0,1410.6113004562617,24.5,0,362,2108,314
ID515243505,29A Yuile St,ASHBURTON,3510000.0,h,18/03/2017,5,5.0,2.0,755.0,4.0,-37.8598,145.0796,19848.0,285.8382213618363,30.666666666666668,0,209,1886,215
ID283327908,8 Merrion Pl,KEW,1878000.0,h,10/09/2016,3,2.0,1.0,392.0,4.0,-37.8081,145.0263,19905.0,1556.9419326052296,13.952380952380953,0,37,154,24
ID778782845,72 Anderson Rd,SUNSHINE,595999.0,h,16/07/2016,3,1.0,1.0,750.0,69.0,-37.7892,144.827,20021.0,522.3623121619291,24.0,1,170,1257,169
ID200405573,2/102 Rathcown Rd,RESERVOIR,440000.0,u,8/10/2016,2,1.0,2.0,132.0,39.0,-37.709,145.0219,20009.0,1097.4467359780601,35.22222222222222,0,117,378,47
ID727930737,4/7 Hudson St,CAULFIELD NORTH,361000.0,u,15/07/2017,1,1.0,1.0,60.0,44.0,-37.87972,145.03351,19943.0,831.0864791831063,21.215686274509803,0,199,1246,144
ID959252627,3/12 St Huberts Rd,CARNEGIE,340000.0,u,30/07/2016,1,1.0,1.0,0.0,59.0,-37.8894,145.0508,19942.0,754.3496144591396,29.23076923076923,0,462,3343,509
ID341100793,2/576 Riversdale Rd,CAMBERWELL,670000.0,u,1/07/2017,2,1.0,1.0,0.0,44.0,-37.83202,145.06095,19853.0,638.4965374377355,19.15625,0,470,3339,557
ID199048444,9/33 Staley St,BRUNSWICK,445000.0,u,7/05/2016,2,1.0,1.0,0.0,44.0,-37.7643,144.9638,19967.0,437.1117537642708,27.333333333333332,1,119,1063,188
ID291629930,19 Collins St,HEIDELBERG HEIGHTS,650000.0,h,16/04/2016,2,1.0,3.0,620.0,69.0,-37.7377,145.0541,19936.0,1206.518173484718,31.75,0,150,1565,276
ID731810079,3 Waratah Dr,TEMPLESTOWE LOWER,1201000.0,h,3/09/2016,4,2.0,2.0,657.0,41.0,-37.7624,145.1175,19936.0,5015.580750947262,31.75,0,300,919,195
ID746253104,12 Stanley St,WEST FOOTSCRAY,756000.0,h,13/08/2016,3,1.0,1.0,353.0,94.0,-37.7915,144.8733,20022.0,1254.6363120122862,21.4,0,36,147,42
ID201775873,2/3 Bowen St,HUGHESDALE,648000.0,u,18/06/2016,2,1.0,1.0,0.0,44.0,-37.9014,145.0824,19917.0,531.3966593845508,29.35483870967742,0,79,225,53
ID277298229,4/59 Wilson St,CHELTENHAM,850000.0,u,3/06/2017,2,1.0,2.0,0.0,49.0,-37.96021,145.05938,19866.0,832.4660625117134,41.86666666666667,0,161,848,160
ID557502032,7 Wave St,HAMPTON,2100000.0,h,17/06/2017,3,2.0,1.0,455.0,29.0,-37.93739,145.00513,19949.0,327.847879574799,31.5,0,230,1620,177
ID952274486,144 The Avenue,COBURG,1250000.0,h,23/04/2016,4,3.0,1.0,515.0,119.0,-37.7537,144.9766,19966.0,1303.4876150077757,30.0,1,133,1156,139
ID140326567,10 Cecelia Dr,KEILOR EAST,806000.0,h,27/05/2017,3,2.0,4.0,546.0,54.0,-37.74761,144.8521,20003.0,3901.8416588534774,29.375,0,84,237,59
ID516711649,1 Dewrang St,CHELTENHAM,1010000.0,h,27/05/2017,3,1.0,2.0,532.0,49.0,-37.95746,145.06706,19866.0,1500.1474119570237,41.86666666666667,0,161,848,160
ID980284707,149 Manchester Rd,MOOROOLBARK,696000.0,h,29/07/2017,3,1.0,2.0,886.0,59.0,-37.7753,145.31266000000005,19877.0,1052.0599540808366,49.76923076923077,0,12,13,5
ID438841478,6/23 Gourlay St,BALACLAVA,442000.0,u,17/09/2016,2,1.0,1.0,0.0,59.0,-37.8726,144.9962,19955.0,377.672221574891,19.5,0,206,1709,183
ID924657602,9/12 Bartlett St,HAMPTON EAST,400000.0,u,4/03/2017,2,1.0,1.0,0.0,59.0,-37.9367,145.0322,19937.0,476.44348112466866,38.266666666666666,0,153,1704,324
ID124563098,8/33 McIntyre St,BURWOOD,746000.0,u,17/09/2016,3,1.0,2.0,308.0,24.0,-37.8505,145.1065,19849.0,2287.4124099957603,28.666666666666668,0,119,1063,188
ID938312085,82 New St,BRIGHTON,3700000.0,h,18/06/2016,5,3.0,4.0,1572.0,129.0,-37.9233,144.9944,19950.0,581.2734479701603,28.5,0,343,1929,260
ID281479313,40 Chesterville Dr,BENTLEIGH EAST,1115000.0,h,22/05/2016,3,2.0,2.0,1080.0,53.0,-37.9233,145.0674,19939.0,2748.9192901957213,35.083333333333336,0,120,881,102
ID495508014,271 Canning St,CARLTON NORTH,2450000.0,h,29/04/2017,5,3.0,2.0,268.0,79.0,-37.7915,144.9737,20019.0,1886.4013985403822,18.3,0,470,3339,557
ID126348281,6 MacKenzie St,RESERVOIR,718500.0,h,28/05/2016,3,1.0,6.0,807.0,44.0,-37.704,144.9864,20009.0,2081.588772714229,35.22222222222222,0,117,378,47
ID817150191,94 Wilson St,BRUNSWICK,800000.0,h,23/04/2016,2,1.0,0.0,137.0,109.0,-37.7745,144.9558,19969.0,262.31610610775266,24.333333333333332,0,119,1063,188
ID688907446,10 Parton Ct,CARNEGIE,1455000.0,h,3/06/2017,4,2.0,2.0,608.0,81.0,-37.89106,145.04675,19942.0,424.7836716374066,29.23076923076923,0,470,3339,557
ID327395550,91 Hilma St,SUNSHINE WEST,685000.0,h,13/05/2017,4,2.0,2.0,572.0,52.0,-37.7912,144.7979,20020.0,980.9658648606289,21.333333333333332,0,316,1022,237
ID561813368,13 Patricia St,BOX HILL,1525000.0,h,12/08/2017,3,1.0,1.0,904.0,54.0,-37.82694,145.12465,20042.0,904.6632948732209,25.71794871794872,0,362,2108,314
ID678409405,5/78 Moonya Rd,CARNEGIE,675000.0,t,4/06/2016,3,2.0,1.0,0.0,29.0,-37.8972,145.0642,19919.0,827.8045193665223,25.35483870967742,0,462,3343,509
ID910248606,7 Gladstone St,COBURG,1250000.0,h,10/12/2016,4,1.0,2.0,613.0,59.0,-37.7433,144.9762,19965.0,1137.313449059665,32.0,0,133,1156,139
ID179426722,4/3 MacKenzie St,CHELTENHAM,425000.0,u,1/07/2017,2,1.0,1.0,0.0,6.0,-37.97143,145.05219,19866.0,571.2437708780446,41.86666666666667,0,161,848,160
ID939775391,1/100 Balwyn Rd,BALWYN,460000.0,u,27/05/2017,2,1.0,1.0,0.0,59.0,-37.81172,145.08175,19893.0,1421.7346148754382,23.76923076923077,0,125,839,108
ID990378678,41 Balerno Cir,GOWANBRAE,504000.0,h,6/08/2016,3,2.0,1.0,215.0,15.0,-37.709,144.8964,20032.0,1899.7562762797286,36.0,0,210,1676,169
ID321948585,15 Highpoint Cr,ELTHAM NORTH,920000.0,h,29/07/2017,4,3.0,2.0,1503.0,39.0,-37.70697,145.14105,19987.0,944.5191859960212,47.9,0,63,99,42
ID499866296,2/13 Batesford Rd,CHADSTONE,988000.0,u,20/05/2017,3,2.0,2.0,286.0,11.0,-37.8755,145.0954,19847.0,1597.741438968677,31.666666666666668,0,199,1246,144
ID912190130,616 North Rd,ORMOND,765000.0,h,14/05/2016,2,1.0,2.0,300.0,17.0,-37.9045,145.0426,19941.0,298.9662641990099,32.15384615384615,0,36,147,42
ID323716192,14 Queens Pde,GLEN IRIS,2410000.0,h,27/11/2016,5,2.0,2.0,654.0,4.0,-37.8515,145.0922,19849.0,1027.4387038291504,28.666666666666668,1,240,1683,169
ID444840923,6/9 Eddy St,CAMBERWELL,677000.0,u,1/07/2017,2,1.0,1.0,131.0,44.0,-37.84716,145.07351,19850.0,396.7468439189646,26.666666666666668,1,470,3339,557
ID450526313,3/50 Denbigh Rd,ARMADALE,546000.0,u,30/07/2016,2,0.0,0.0,0.0,6.0,-37.8568,145.0161,19945.0,286.12218470518553,19.214285714285715,0,311,2215,346
ID586009639,2 Northgate Dr,BERWICK,775000.0,h,22/07/2017,4,2.0,2.0,520.0,29.0,-38.06486,145.35031,19882.0,2085.125472721523,63.72727272727273,0,12,26,2
ID254186409,27 Thomson Dr,ROSANNA,890000.0,h,14/05/2016,4,3.0,2.0,583.0,49.0,-37.733,145.0694,19983.0,778.1781958033796,34.75,0,117,378,47
ID302410475,6 Saxonwood Dr,NARRE WARREN,597500.0,h,24/06/2017,3,1.0,2.0,810.0,99.0,-38.0312,145.30703,19884.0,463.12231268748405,58.0,0,117,1378,150
